,Date,news_articles
879,2021-05-17,"Censorship, Surveillance and Profits: A Hard Bargain for Apple in China Apple’s Compromises in China: 5 Takeaways"
880,2021-05-18,Apple’s Bargain in China
881,2021-05-21,"In Antitrust Trial, Tim Cook Argues Apple Doesn’t Hurt App Makers"
882,2021-05-24,Apple’s Fortnite Trial Ends With Pointed Questions and a Toast to Popeyes
883,2021-05-25,The Epic Case Against Apple Wraps Up
884,2021-05-26,The Apple Tax Is Rotten
885,2021-05-27,Why Apple and Google’s Virus Alert Apps Had Limited Success Virus alert apps powered by Apple and Google have had limited success.
886,2021-06-07,"Why All the Fury at Apple? Apple unveils new privacy features, digital IDs and changes to FaceTime."
887,2021-06-13,Apple Is Said to Have Turned Over Data on Trump’s White House Counsel in 2018
888,2021-06-14,Apple’s Bet on China
889,2021-06-17,He Warned Apple About the Risks in China. Then They Became Reality. The man who warned Apple about the risks in China. What to Know About Apple and China
890,2021-06-23,"‘Forbidden Fruit’: Apple Daily, Pro-Democracy Newspaper in Hong Kong, Is Forced to Close"
891,2021-06-29,Apple’s Strategy Bends the World
892,2021-07-20,Apple delays its return to office as the Delta variant surges. Can Apple’s AirTags Find Lost Pets?
893,2021-07-22,Poem: The Woman You Love Cuts Apples for You
894,2021-07-27,Apple’s profits nearly doubled in the latest quarter.
895,2021-07-28,Apple will require masks for customers and employees in many U.S. stores.
896,2021-08-05,Apple’s iPhones Will Include New Tools to Flag Child Sexual Abuse
897,2021-08-11,The Lesson to Learn From Apple’s Tool to Flag Child Sex Abuse Apple Wants to Protect Children. But It’s Creating Serious Privacy Risks.
898,2021-08-18,Are Apple’s Tools Against Child Abuse Bad for Your Privacy?
899,2021-08-19,Apple’s Illusion of Privacy Is Getting Harder to Sell
900,2021-08-20,Why Apple Is About To Search Your Files Apple delays its return to office until January.
901,2021-08-23,Apple and Google’s Fight in Seoul Tests Biden in Washington
902,2021-08-27,Apple Avoids Another Legal Fight With App Developers Apple’s Shrewd App Store Settlement Why Apple Won Its Legal Settlement With Developers
903,2021-08-31,South Korea forces Google and Apple to allow third-party in-app payments.
904,2022-01-03,"Apple Becomes First Company to Hit $3 Trillion Market Value Omicron, Apple, Jan. 6: Your Monday Evening Briefing"
905,2022-01-05,The Meaning of Apple at $3 Trillion
906,2022-01-25,Apple gets restraining order against a woman accused of stalking Tim Cook.
907,2022-01-26,Why Online Stars Are Mad at Apple
908,2022-01-27,Apple’s profit jumps to $34.6 billion in holiday quarter despite supply issues.
909,2022-02-01,"The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in February"
910,2022-02-02,Grindr is pulled from Apple’s App Store in China.
911,2022-02-03,"A Change by Apple Is Tormenting Internet Companies, Especially Meta"
912,2022-02-10,Apple says it will make AirTags easier to find after complaints of stalking.
913,2022-02-11,"I Used Apple AirTags, Tiles and a GPS Tracker to Watch My Husband’s Every Move"
914,2022-02-22,Why Apple’s Fight in the Netherlands Matters
915,2022-03-01,"Apple pauses sales of its products in Russia. The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in March"
916,2022-03-08,"Apple Has to Try Hard Now Apple unveils a new iPhone, a new iPad and other devices."
917,2022-03-11,Apps and Oranges: Behind Apple’s ‘Bullying’ on Trademarks
918,2022-03-12,"Shaming Apple and Texting Musk, a Ukraine Minister Uses Novel War Tactics"
919,2022-03-14,"Foxconn, which assembles Apple’s iPhones, suspends production at factories in Shenzhen, China, because of a lockdown. Apple iPhone SE Review: A Phone for the Anti-Consumer"
920,2022-03-21,"How Apple, Not Government, Became Tech’s Biggest Regulator"
921,2022-03-29,Apple and the Streaming Mirage
922,2022-03-31,It’s Scary How Dominant Apple Has Become. But How Scary?
923,2022-04-01,"The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in April"
924,2022-04-07,"‘As They Made Us’ Review: If the Apple Falls, Who Retrieves It?"
925,2022-04-19,Apple’s Zipped Lips on Chips
926,2022-04-20,Apple Store workers in Atlanta are the first to formally seek a union.
927,2022-04-28,"Apple’s growth slows, but still beats Wall Street’s expectations."
928,2022-05-01,"How Technocrats Triumphed at Apple Apple Inc., ‘After Steve’"
929,2022-05-02,"Apple faces E.U. antitrust charges over Apple Pay. The Best Movies and TV Shows Coming to HBO Max, Hulu, Apple TV+ and More in May"
930,2022-05-05,Online Deciders Like Apple Have a Point
931,2022-05-17,Anne Applebaum on What Liberals Misunderstand About Authoritarianism Cristin Milioti Finds Harmony in Fiona Apple and a Location Change Transcript: Ezra Klein Interviews Anne Applebaum Apple Delays and Modifies Its Return to Office Plans
932,2022-05-25,I Tried Apple’s Self-Repair Program With My iPhone. Disaster Ensued.
933,2022-05-29,Apple Store Showdown: Inside the Battle for Union Representation
934,2022-10-01,"Teaching My Kids How to Be Jewish, One Plate of Apples at a Time"
935,2022-10-04,N.L.R.B. Issues Complaint Against Apple
936,2022-10-11,Lufthansa Says Passengers Can’t Use Apple AirTags to Track Checked Bags
937,2022-10-12,Lufthansa Says Apple AirTags Are Once Again Allowed in Checked Bags
938,2022-10-15,Apple Store in Oklahoma City Becomes Second to Unionize
939,2022-10-17,Apple Season Is Here
940,2022-10-18,New Crack in Apple’s Armor as Dozens Strike at Its Stores in Australia
941,2022-10-21,How Young Is Too Young for an Apple Watch?
942,2022-10-25,Spotify Wants to Get Into Audiobooks but Says Apple Is in the Way
943,2022-10-27,"Apple’s iPhone Powers Growth, but Signs Point to a Slowdown"
944,2022-10-31,Caramel Apple Pie Cake for the Best of Both Worlds
945,2022-11-01,Christina Applegate Pours One Out for ‘Dead to Me’
946,2022-11-07,Apple Could Be Short of iPhones Because of Factory Disruptions in China Apple Built Its Empire With China. Now Its Foundation Is Showing Cracks.
947,2022-11-10,They Make Bespoke Cider. In a Garage. With Apples They Find.
948,2022-11-21,Man Is Charged in Fatal Crash Into Apple Store Outside Boston
949,2022-11-25,"Review: At the Big Apple Circus, It’s a Family Affair"
950,2022-11-28,"Elon Musk Takes On Apple’s Power, Setting Up a Clash"
951,2022-12-01,Elon Musk Says ‘Misunderstanding’ With Apple Is Resolved What’s in Our Queue? ‘Apples’ and More
952,2022-12-02,Elon’s Two-Day War with Apple + How to Beat an A.I. Censor + S.B.F.’s ‘Bad Month’
953,2022-12-05,The Battle Royale Over Apple’s App Store
954,2022-12-06,Two Women Sue Apple Over AirTag Stalking Apple Expands Pricing for Apps
955,2022-12-07,Apple Details Plans to Beef Up Encryption of Data in Its iCloud
956,2023-01-17,Apple Reaches Deal With Investors to Audit Its Labor Practices
957,2023-01-31,Regulators Find Apple’s Secrecy Violates Workers’ Rights
958,2023-02-02,Senator Calls on Apple and Google to Ban TikTok in App Stores Apple Revenue and Profit Down as iPhone Sales Slow
959,2023-02-05,‘Bad Apples’ or Systemic Issues?
960,2023-08-03,"Apple Revenue Drops 1%, but Profit Rises to $19.88 Billion"
961,2023-08-04,Apple’s and Amazon’s Report Cards for the Global Economy
962,2023-09-01,"In Monitoring Child Sex Abuse, Apple Is Caught Between Safety and Privacy"
963,2023-09-07,Apple’s Market Value Falls By Billions On Worries About China Crackdown
964,2023-09-12,Apple Unveils iPhone 15 and Switches to USB-C Charger How to Navigate Apple’s Shift From Lightning to USB-C
965,2023-09-13,What Wirecutter Editors Learned from the 2023 Apple Event
966,2023-09-26,Worm in an Apple Top Apple Executive Defends Favoring Google on iPhones
967,2023-09-29,"What I’m Reading: Apples, Private Actors and Marina Abramovic"
968,2023-10-02,"Pick Pumpkins, Pick Apples and Get Out of Town"
969,2023-10-05,"The Best Movies and TV Shows Coming to HBO, Hulu, Apple TV+ and More in October"
970,2023-10-19,Jon Stewart’s Show on Apple Is Ending
971,2023-10-20,Apple’s New Film Strategy Debuts With ‘Killers of the Flower Moon’
972,2023-10-22,"Hulu, HBO and Apple TV+ Know What You’re Going Through at Work Foxconn, Apple’s Manufacturer in China, Is Said to Be Under Tax Audit"
973,2023-10-26,Inside Google’s Plan to Stop Apple From Getting Serious About Search
974,2023-10-27,"Ida Applebroog, Whose Art Confronted Relationships, Dies at 93"
975,2023-10-30,The Patent Fight That Could Take Apple Watches Off the Market
976,2023-10-31,The Apple-Picking Apocalypse of Upstate New York
977,2023-11-01,"The Best Movies and TV Shows Coming to Amazon, Hulu, Apple TV+ and More in November"
978,2023-11-02,Apple’s Sales Drop Slightly While Profit Is Up 11 Percent
979,2023-11-10,Apple Co-Founder Steve Wozniak Is ‘Doing Good’ After Minor Stroke
980,2023-11-12,"You Paid $1,000 for an iPhone, but Apple Still Controls It"
981,2023-11-17,Big Apple Circus Review: A Show That Bends Over Backward for You
982,2023-11-18,Apple Says It Will Improve the Green vs. Blue Texting Experience
983,2023-11-20,This Is Why Google Paid Billions for Apple to Change a Single Setting
984,2023-11-29,Apple Is Doing Its Part to End Green Bubble Shaming. It’s Our Turn.
